TOOL,Tool,TOOL_ID,Tool (#1),TOOL (#1),TOOL (#2),Tool (#2),Tool (#3),Tool (#4),OPERATION_ID,TOOL (#3),encoder
2,1,0,0,2,3,0,0,0,0,0,151
4,1,0,0,2,3,0,0,0,0,0,152
3,1,0,0,2,3,0,0,0,0,0,150
4,1,0,0,2,3,0,0,0,0,0,152
2,1,0,0,2,3,0,0,0,0,0,151
0,1,1,0,2,1,0,1,1,0,1,153
0,1,1,0,2,1,0,1,1,0,1,153
0,1,1,0,2,1,0,1,1,0,1,153
2,1,1,0,1,2,0,1,1,1,1,154
4,1,1,0,1,2,0,1,1,1,1,155
2,1,1,0,1,2,0,1,1,1,1,154
4,1,1,0,1,2,0,1,1,1,1,155
4,1,1,0,1,2,0,1,1,1,1,155
4,1,1,0,2,1,0,1,1,0,1,156
2,1,1,0,2,1,0,1,1,0,1,157
4,1,1,0,2,1,0,1,1,0,1,156
2,1,1,0,2,1,0,1,1,0,1,157
4,1,1,0,1,3,0,1,1,0,0,158
4,1,1,0,1,3,0,1,1,0,0,158
4,1,1,0,1,3,0,1,1,0,0,158
4,1,1,0,1,2,0,1,1,1,1,155
2,1,1,0,1,2,0,1,1,1,1,154
4,1,1,0,2,2,0,1,1,0,1,159
4,1,1,0,2,2,0,1,1,1,1,160
2,1,1,0,2,2,0,1,1,0,1,161
2,1,1,0,2,2,0,1,1,1,1,162
4,1,1,0,1,2,0,1,1,1,1,155
2,1,1,0,1,2,0,1,1,1,1,154
4,1,1,0,1,2,0,1,1,1,1,155
4,1,1,0,1,2,0,1,1,1,1,155
4,1,1,0,1,2,0,1,1,1,1,155
2,1,1,0,1,2,0,1,1,1,1,154
4,1,1,3,2,3,0,1,1,0,0,163
4,1,1,3,2,3,0,1,1,0,0,163
4,1,1,3,2,3,0,1,1,0,0,163
4,1,1,3,2,3,0,1,1,0,0,163
4,1,1,3,2,3,0,1,1,0,0,163
4,1,1,3,2,3,0,1,1,0,0,163
0,1,1,3,2,3,0,0,3,0,0,164
0,1,1,3,2,3,0,0,3,0,0,164
0,1,1,3,2,3,0,0,3,0,0,164
0,1,1,3,2,3,0,0,3,0,0,164
0,1,1,3,2,3,0,0,3,0,0,164
0,1,1,3,2,3,0,0,3,0,0,164
0,1,1,3,2,3,0,0,3,0,0,164
0,1,1,3,2,3,0,0,3,0,0,164
4,1,1,3,2,3,0,1,3,0,0,165
4,1,1,3,2,3,0,1,3,0,0,165
2,1,1,3,2,3,0,1,3,0,0,166
4,1,1,3,2,3,0,1,3,0,0,165
4,1,1,3,2,3,0,1,3,0,0,165
4,1,1,3,2,3,0,1,3,0,0,165
4,1,1,3,2,3,0,1,3,0,0,165
2,1,1,3,2,3,0,1,3,0,0,166
4,0,1,0,2,4,0,1,2,0,1,167
2,0,1,0,2,4,0,1,2,0,1,168
4,0,1,0,2,4,0,1,2,0,1,167
4,0,1,0,2,4,0,1,2,0,1,167
4,0,1,0,2,4,0,1,2,0,1,167
2,0,1,0,2,4,0,1,2,0,1,168
0,1,0,1,1,2,0,1,2,0,2,169
0,1,0,1,1,2,0,1,2,0,2,169
0,1,0,1,1,2,0,1,2,0,2,169
4,1,1,3,2,3,0,0,0,0,0,170
2,1,1,3,2,3,0,0,0,0,0,171
4,1,1,3,2,3,0,0,0,0,0,170
4,1,1,3,2,3,0,0,0,0,0,170
2,1,1,3,2,3,0,0,0,0,0,171
2,1,1,3,2,3,0,0,0,0,0,171
2,1,0,3,2,2,0,1,4,0,1,172
2,1,0,3,2,2,0,1,4,0,1,172
4,1,0,3,2,2,0,1,4,0,1,173
2,1,0,3,2,2,0,1,4,0,1,172
2,1,0,3,2,2,0,1,4,0,1,172
0,1,1,0,0,2,0,1,1,0,1,174
0,1,1,0,0,2,0,1,1,0,1,174
0,1,1,0,0,2,0,1,1,0,1,174
0,1,1,0,0,2,0,1,1,0,1,174
4,1,1,0,2,3,0,0,1,0,1,175
2,1,1,0,2,3,0,0,1,0,1,176
4,1,1,0,2,3,0,0,1,0,1,175
4,0,1,1,1,1,0,1,2,0,1,177
4,0,0,1,1,1,0,1,2,0,1,178
4,0,1,1,1,1,0,1,2,0,1,177
4,0,0,1,1,1,0,1,2,0,1,178
4,0,1,1,1,1,0,1,2,0,1,177
4,0,0,1,1,1,0,1,2,0,1,178
4,0,1,1,1,1,0,1,2,0,1,177
4,0,0,1,1,1,0,1,2,0,1,178
4,1,0,0,2,3,0,1,1,0,1,179
2,1,0,0,2,3,0,1,1,0,1,180
4,1,0,0,2,3,0,1,1,0,1,179
0,1,0,1,2,1,0,1,2,0,1,181
0,1,0,1,2,1,0,1,2,0,1,181
0,1,0,1,2,1,0,1,2,0,1,181
0,1,0,1,2,1,0,1,2,0,1,181
0,1,0,1,2,1,0,1,2,0,1,181
0,1,0,1,2,1,0,1,2,0,1,181
0,1,0,1,2,1,0,1,2,0,1,181
0,1,0,1,2,1,0,1,2,0,1,181
0,1,0,1,2,1,0,1,2,0,1,181
0,1,1,3,2,1,0,0,1,0,1,182
0,1,1,3,2,1,0,0,1,0,1,182
0,1,1,3,2,1,0,0,1,0,1,182
0,1,1,3,2,1,0,0,1,0,1,182
0,1,1,3,2,1,0,0,1,0,1,182
0,1,1,3,2,1,0,0,1,0,1,182
0,1,1,3,2,1,0,0,1,0,1,182
0,1,1,3,2,1,0,0,1,0,1,182
0,1,1,3,2,1,0,0,1,0,1,182
0,1,1,0,2,1,0,1,1,0,1,153
0,1,1,0,2,1,0,1,1,0,1,153
4,1,1,3,1,3,0,1,3,0,0,183
4,1,0,3,1,3,0,1,3,0,0,184
2,1,0,3,1,3,0,1,3,0,0,185
4,1,1,3,1,3,0,1,3,0,0,183
4,1,0,3,1,3,0,1,3,0,0,184
4,1,1,3,1,3,0,1,3,0,0,183
4,1,0,3,1,3,0,1,3,0,0,184
4,1,1,3,1,3,0,1,3,0,0,183
2,1,0,0,2,3,0,1,1,0,1,180
4,1,0,0,2,3,0,1,1,0,1,179
2,1,0,0,2,3,0,1,1,0,1,180
0,1,1,0,1,1,0,1,1,1,1,186
0,1,1,0,1,1,0,1,1,1,1,186
0,1,1,0,1,1,0,1,1,1,1,186
0,1,1,0,1,1,0,1,1,1,1,186
0,1,1,0,1,1,0,1,1,1,1,186
0,1,1,0,1,1,0,1,1,1,1,186
0,1,1,0,1,1,0,1,1,1,1,186
0,1,1,0,1,1,0,1,1,1,1,186
0,1,1,0,1,1,0,1,1,1,1,186
0,1,1,0,1,1,0,1,1,1,1,186
0,1,1,0,1,1,0,1,1,1,1,186
0,1,1,0,1,1,0,1,1,1,1,186
0,1,1,0,1,1,0,1,1,0,1,187
0,1,1,0,1,1,0,1,1,0,1,187
0,1,1,0,1,1,0,1,1,0,1,187
0,1,1,0,1,1,0,1,1,0,1,187
0,1,1,0,1,1,0,1,1,0,1,187
0,1,1,0,1,1,0,1,1,0,1,187
2,1,1,0,2,1,0,1,1,0,1,157
2,1,1,0,2,1,0,1,1,0,1,157
2,1,1,0,2,1,0,1,1,0,1,157
2,1,1,0,2,1,0,1,1,0,1,157
4,1,1,0,2,1,0,1,1,0,1,156
2,1,1,0,2,1,0,1,1,0,1,157
2,1,1,0,0,1,0,1,1,1,1,188
4,1,1,0,0,1,0,1,1,1,1,189
4,1,1,0,0,1,0,1,1,1,1,189
2,1,1,0,0,1,0,1,1,1,1,188
4,1,1,0,0,1,0,1,1,1,1,189
4,1,1,0,0,1,0,1,1,1,1,189
0,1,1,0,2,2,0,1,1,0,1,190
0,1,1,0,2,2,0,1,1,0,1,190
0,1,1,0,2,2,0,1,1,0,1,190
4,0,0,3,1,1,0,0,2,0,1,191
4,0,0,3,1,1,0,0,2,0,1,191
4,0,0,3,1,1,0,0,2,0,1,191
4,0,0,3,1,1,0,0,2,0,1,191
4,0,0,3,1,1,0,0,2,0,1,191
4,1,1,0,1,1,0,0,3,0,1,192
0,0,1,0,2,1,0,0,1,0,1,193
0,0,1,0,2,1,0,0,1,0,1,193
0,0,1,0,2,1,0,0,1,0,1,193
0,0,1,0,2,1,0,0,1,0,1,193
0,0,1,0,2,1,0,0,1,0,1,193
0,0,1,0,2,1,0,0,1,0,1,193
0,0,1,0,2,2,0,1,3,1,1,194
0,0,1,0,2,2,0,1,3,1,1,194
0,0,1,0,2,2,0,1,3,1,1,194
0,0,1,0,2,2,0,1,3,1,1,194
0,0,1,0,2,2,0,1,3,1,1,194
2,1,1,0,0,1,0,1,2,0,1,195
4,1,1,0,0,1,0,1,2,0,1,196
4,1,1,0,0,1,0,1,2,0,1,196
4,1,1,0,0,1,0,1,2,0,1,196
2,1,1,0,0,1,0,1,2,0,1,195
4,1,1,0,0,1,0,1,2,0,1,196
4,1,0,3,2,1,0,1,2,0,2,197
3,1,1,1,2,2,1,1,2,0,2,198
2,1,1,1,2,2,1,1,2,0,2,199
3,1,1,1,2,2,1,1,2,0,2,198
0,0,0,3,2,1,0,0,2,0,1,200
0,0,0,3,2,1,0,0,2,0,1,200
0,0,0,3,2,1,0,0,2,0,1,200
2,1,1,0,1,2,0,1,1,0,1,201
2,1,1,0,1,2,0,1,1,0,1,201
5,1,0,3,1,1,0,1,2,0,1,202
4,1,0,3,1,1,0,1,2,0,1,203
5,1,0,3,1,1,0,1,2,0,1,202
4,0,1,3,1,1,0,1,1,1,1,204
4,0,1,3,1,1,0,1,1,1,1,204
4,0,1,3,1,1,0,1,1,1,1,204
4,0,1,3,1,1,0,1,1,1,1,204
2,0,1,0,2,4,0,1,1,0,1,205
4,0,1,0,2,4,0,1,1,0,1,206
2,0,1,0,2,4,0,1,1,0,1,205
4,0,1,0,2,4,0,1,1,0,1,206
4,0,0,3,2,1,0,1,2,0,1,207
2,0,0,3,2,1,0,1,2,0,1,208
4,0,0,3,2,1,0,1,2,0,1,207
4,0,0,3,2,1,0,1,2,0,1,207
4,0,0,3,2,1,0,1,2,0,1,207
2,0,0,3,2,1,0,1,2,0,1,208
4,1,0,3,2,2,0,1,2,0,1,209
4,1,0,3,2,2,0,1,2,0,1,209
2,1,0,1,2,2,0,1,2,0,2,210
3,1,0,1,2,2,0,1,2,0,2,211
3,1,0,1,2,2,0,1,2,0,2,211
2,1,0,1,2,2,0,1,2,0,2,210
4,0,1,0,2,1,0,1,1,0,1,212
5,0,1,0,2,1,0,1,1,0,1,213
4,0,1,0,2,1,0,1,1,0,1,212
2,0,1,0,2,1,0,1,1,0,1,214
5,0,1,0,2,1,0,1,1,0,1,213
4,0,1,0,2,1,0,1,1,0,1,212
2,0,1,0,2,1,0,1,1,0,1,214
5,0,1,0,2,1,0,1,1,0,1,213
4,0,1,0,2,1,0,1,1,0,1,212
4,1,0,3,2,1,0,0,2,0,2,215
2,1,0,3,2,1,0,0,2,0,2,216
4,1,0,3,2,1,0,0,2,0,2,215
4,0,1,3,2,1,0,0,2,0,1,217
2,0,1,3,2,1,0,0,2,0,1,218
4,0,1,3,2,1,0,0,2,0,1,217
4,1,0,1,0,1,0,1,2,0,2,219
4,1,0,1,0,1,0,1,2,0,2,219
4,1,1,0,2,2,0,1,1,0,1,159
4,1,1,0,2,2,0,1,1,0,1,159
4,1,1,0,2,2,0,1,1,0,1,159
4,1,1,0,2,2,0,1,1,0,1,159
0,0,1,0,2,1,0,1,2,0,1,220
0,0,1,0,2,1,0,1,2,0,1,220
0,0,1,0,2,1,0,1,2,0,1,220
0,0,1,0,2,1,0,1,2,0,1,220
5,0,1,0,1,2,0,0,2,0,1,221
5,0,1,0,1,2,0,0,2,0,1,221
5,0,1,0,1,2,0,0,2,0,1,221
5,0,1,0,1,2,0,0,2,0,1,221
5,0,1,0,1,2,0,0,2,0,1,221
5,0,1,0,1,2,0,0,2,0,1,221
0,1,0,0,0,1,0,1,2,0,0,222
0,1,0,0,0,1,0,1,2,0,0,222
0,1,0,0,0,1,0,1,2,0,0,222
0,1,0,0,0,1,0,1,2,0,0,222
0,1,0,0,0,1,0,1,2,0,0,222
0,1,0,0,0,1,0,1,2,0,0,222
0,1,0,0,0,1,0,1,2,0,0,222
0,1,0,0,0,1,0,1,2,0,0,222
4,1,1,1,1,1,0,1,2,0,2,223
4,1,1,1,1,1,0,1,2,0,2,223
5,1,1,1,1,1,0,1,2,0,2,224
5,1,1,1,1,1,0,1,2,0,2,224
0,0,1,3,2,2,0,0,2,0,1,225
0,0,1,3,2,2,0,0,2,0,1,225
0,0,1,3,2,2,0,0,2,0,1,225
0,1,1,0,2,1,0,1,4,0,0,226
0,1,1,0,2,1,0,1,4,0,0,226
0,1,1,0,2,1,0,1,4,0,0,226
0,1,1,0,2,1,0,1,4,0,0,226
0,1,1,0,2,1,0,1,4,0,0,226
0,1,1,0,2,1,0,1,4,0,0,226
5,1,0,0,0,1,0,0,2,0,0,227
4,1,0,0,0,1,0,0,2,0,0,228
3,1,0,0,0,1,0,0,2,0,0,229
3,1,0,0,0,1,0,0,2,0,0,229
4,1,0,0,0,1,0,0,2,0,0,228
4,1,0,0,0,1,0,0,2,0,0,228
3,1,1,0,2,2,0,1,2,0,2,230
2,1,1,0,2,2,0,1,2,0,2,231
3,1,1,0,2,2,0,1,2,0,2,230
2,1,1,0,2,2,0,1,2,0,2,231
4,1,0,0,2,1,0,1,4,0,0,232
5,1,0,0,2,1,0,1,4,0,0,233
0,1,0,0,2,1,0,1,4,0,0,234
0,1,0,0,2,1,0,1,4,0,0,234
4,1,0,0,2,1,0,1,4,0,0,232
3,1,0,0,2,1,0,1,4,0,0,235
5,1,1,1,1,2,0,1,2,0,2,236
4,1,1,1,1,2,0,1,2,0,2,237
5,1,1,1,1,2,0,1,2,0,2,236
4,1,1,1,1,2,0,1,2,0,2,237
4,1,0,1,0,2,0,1,2,0,2,238
4,1,0,1,0,2,0,1,2,0,2,238
5,1,0,1,0,2,0,1,2,0,2,239
5,1,0,1,0,2,0,1,2,0,2,239
4,1,0,1,0,2,0,1,2,0,2,238
0,1,1,0,0,1,0,1,2,0,2,240
0,1,1,0,0,1,0,1,2,0,2,240
0,1,1,0,0,1,0,1,2,0,2,240
5,1,0,1,1,1,0,1,2,0,2,241
5,1,0,1,1,1,0,1,2,0,2,241
5,1,0,1,1,1,0,1,2,0,2,241
2,1,0,0,2,2,1,1,2,0,2,242
2,1,0,0,2,2,1,1,2,0,2,242
2,1,0,0,2,2,1,1,2,0,2,242
2,1,0,0,2,2,1,1,2,0,2,242
5,1,0,0,2,1,0,1,2,1,0,243
2,1,0,1,2,1,0,1,2,0,2,244
3,1,0,1,2,1,0,1,2,0,2,245
5,1,0,0,2,1,0,1,2,0,0,246
4,1,0,0,2,1,0,1,2,0,0,247
0,1,0,0,0,1,0,1,2,0,0,222
0,1,0,0,0,1,0,1,2,0,0,222
0,1,0,0,0,1,0,1,2,0,0,222
4,1,1,0,0,1,1,0,4,0,2,248
5,1,1,0,0,1,1,0,4,0,2,249
5,1,1,0,0,1,1,0,4,0,2,249
5,1,0,0,2,1,0,1,2,0,2,250
5,1,0,0,2,1,0,1,2,0,2,250
5,1,0,0,2,1,0,1,2,0,2,250
5,1,0,0,1,1,0,1,2,0,2,251
5,1,0,0,1,1,0,1,2,0,2,251
5,1,0,0,1,1,0,1,2,0,2,251
0,1,0,0,2,1,0,1,4,0,0,234
0,1,0,0,2,1,0,1,4,0,0,234
0,1,0,0,2,1,0,1,4,0,0,234
0,1,0,0,2,1,0,1,4,0,0,234
0,1,0,0,2,1,0,1,4,0,0,234
0,1,0,0,2,1,0,1,4,0,0,234
0,1,0,0,2,1,0,1,4,0,0,234
0,1,0,0,2,1,0,1,4,0,0,234
5,1,1,0,2,1,0,1,2,0,0,252
4,1,1,0,2,1,0,1,2,0,0,253
5,1,1,0,2,1,0,1,2,0,0,252
5,1,0,0,0,1,0,1,2,0,0,254
4,1,0,0,0,1,0,1,2,0,0,255
5,1,0,0,0,1,0,1,2,0,0,254
0,1,0,0,2,1,0,1,4,0,0,234
0,1,0,0,2,1,0,1,4,0,0,234
0,1,0,0,2,1,0,1,4,0,0,234
0,1,0,0,2,1,0,1,4,0,0,234
0,1,0,0,2,1,0,1,4,0,0,234
0,1,0,0,2,1,0,1,4,0,0,234
3,1,0,0,2,1,0,0,4,0,0,256
5,1,0,0,2,1,0,0,4,0,0,257
4,1,0,0,2,1,0,0,4,0,0,258
3,1,0,0,2,1,0,0,4,0,0,256
4,1,0,0,2,1,0,0,4,0,0,258
3,1,0,0,2,1,0,0,4,0,0,256
2,1,0,0,0,2,0,0,4,1,0,259
5,1,0,0,0,2,0,0,4,1,0,260
2,1,0,0,0,2,0,0,4,1,0,259
5,1,0,0,0,2,0,0,4,1,0,260
2,1,0,0,0,2,0,0,4,1,0,259
5,1,0,0,0,2,0,0,4,1,0,260
3,1,0,0,1,1,0,1,2,0,0,261
5,1,0,0,1,1,0,1,2,0,0,262
2,1,0,0,1,1,0,1,2,0,0,263
0,1,0,0,2,1,0,1,2,0,0,264
0,1,0,0,2,1,0,1,2,0,0,264
0,1,0,0,2,1,0,1,2,0,0,264
4,1,0,0,2,2,0,0,2,1,0,265
3,1,0,0,2,2,0,0,2,1,0,266
5,1,0,0,2,2,0,0,2,1,0,267
3,1,1,0,0,1,0,1,4,0,0,268
2,1,1,0,0,1,0,1,4,0,0,269
5,1,1,0,0,1,0,1,4,0,0,270
3,1,1,0,0,1,0,1,4,0,0,268
5,1,1,0,0,1,0,1,4,0,0,270
3,1,1,0,0,1,0,1,4,0,0,268
5,1,1,0,0,1,0,1,4,0,0,270
2,1,1,0,0,1,0,1,4,0,0,269
2,1,1,0,0,1,0,1,4,0,0,269
3,1,0,0,1,1,0,1,2,1,0,271
2,1,0,0,1,1,0,1,2,1,0,272
0,1,1,0,0,1,0,1,2,1,0,273
4,1,1,0,1,1,0,1,2,1,0,274
2,1,1,0,1,1,0,1,2,1,0,275
5,1,1,0,1,1,0,1,2,1,0,276
2,1,1,0,1,1,0,1,2,1,0,275
4,1,1,0,1,1,0,1,2,1,0,274
2,1,1,0,1,1,0,1,2,1,0,275
0,1,0,0,0,1,0,1,2,1,0,277
0,1,0,0,0,1,0,1,2,1,0,277
0,1,0,0,0,1,0,1,2,1,0,277
0,1,0,0,0,1,0,1,2,1,0,277
0,1,0,0,0,1,0,1,2,1,0,277
0,1,0,0,0,1,0,1,2,1,0,277
0,1,0,0,0,1,0,1,2,1,0,277
0,1,0,0,0,1,0,1,2,1,0,277
0,1,0,0,0,1,0,1,2,1,0,277
0,1,0,0,2,0,1,1,2,1,0,278
0,1,0,0,2,0,1,1,2,1,0,278
0,1,0,0,2,0,1,1,2,1,0,278
0,1,0,0,2,0,1,1,2,1,0,278
2,1,0,0,0,2,0,1,2,1,0,279
5,1,0,0,0,2,0,1,2,1,0,280
2,1,0,0,0,2,0,1,2,1,0,279
2,1,1,0,2,1,0,1,2,1,0,281
4,1,1,0,2,1,0,1,2,1,0,282
2,1,1,0,2,1,0,1,2,1,0,281
4,1,1,0,2,1,0,1,2,1,0,282
2,1,1,0,2,1,0,1,2,1,0,281
4,1,1,0,2,1,0,1,2,1,0,282
